Time,Tag,Flow
1618788138.4932413,,"228089932, -0.03, 0.02, 24.94, 25.14
"
1618788138.4962466,,"228093004, -0.05, 0.02, 24.94, 25.12
"
1618788138.499225,,"228096076, -0.03, -0.05, 24.87, 25.12
"
1618788138.502217,,"228099152, -0.02, 0.00, 24.87, 25.12
"
1618788138.505209,,"228102192, 0.00, -0.02, 24.87, 25.11
"
1618788138.5082004,,"228105228, -0.05, -0.02, 24.91, 25.11
"
1618788138.5111935,,"228108308, -0.03, 0.03, 24.91, 25.11
"
1618788138.5141854,,"228111384, -0.03, 0.00, 24.91, 25.11
"
1618788138.517177,,"228114420, -0.05, 0.00, 24.90, 25.11
"
1618788138.5201693,,"228117464, -0.05, -0.03, 24.90, 25.05
"
1618788138.5231614,,"228120532, -0.03, 0.00, 24.90, 25.05
"
1618788138.5261533,,"228123564, -0.05, 0.00, 24.90, 25.11
"
1618788138.5291452,,"228126608, -0.03, 0.00, 24.90, 25.11
"
1618788138.533135,,"228129652, -0.05, -0.02, 24.90, 25.11
"
1618788138.5361383,,"228132728, -0.05, -0.02, 24.92, 25.11
"
1618788138.5391188,,"228135808, -0.05, 0.02, 24.92, 25.11
"
1618788138.542111,,"228138880, -0.05, 0.00, 24.92, 25.11
"
1618788138.5451038,,"228141924, -0.03, 0.02, 24.93, 25.10
"
1618788138.548096,,"228144996, -0.02, 0.00, 24.93, 25.10
"
1618788138.5510879,,"228148036, -0.02, -0.03, 24.93, 25.10
"
1618788138.5540802,,"228151112, -0.03, -0.02, 24.88, 25.10
"
1618788138.5570722,,"228154184, -0.05, -0.02, 24.88, 25.10
"
1618788138.5600636,,"228157260, 0.00, -0.03, 24.88, 25.11
"
1618788138.5630558,,"228160292, 0.00, -0.02, 24.92, 25.11
"
1618788138.566048,,"228163328, -0.03, -0.02, 24.92, 25.11
"
1618788138.56904,,"228166404, -0.05, 0.00, 24.92, 25.11
"
1618788138.572032,,"228169448, -0.03, 0.00, 24.90, 25.11
"
1618788138.5750241,,"228172488, -0.05, -0.02, 24.90, 25.11
"
1618788138.5780163,,"228175564, 0.00, -0.03, 24.90, 25.11
"
1618788138.5810082,,"228178600, 0.00, -0.03, 24.90, 25.11
"
1618788138.584,,"228181632, -0.05, 0.00, 24.90, 25.08
"
1618788138.5869927,,"228184668, -0.02, -0.02, 24.90, 25.08
"
1618788138.5899842,,"228187732, -0.05, 0.00, 24.90, 25.09
"
1618788138.5939739,,"228190764, -0.05, 0.00, 24.90, 25.09
"
1618788138.5969658,,"228193800, -0.07, -0.02, 24.90, 25.09
"
1618788138.5999575,,"228196868, -0.07, -0.03, 24.90, 25.09
"
1618788138.6029496,,"228199936, -0.02, -0.03, 24.90, 25.09
"
1618788138.6059418,,"228203004, -0.03, -0.03, 24.90, 25.11
"
1618788138.608934,,"228206080, -0.05, -0.02, 24.89, 25.11
"
1618788138.611926,,"228209156, -0.03, 0.00, 24.89, 25.11
"
1618788138.6149175,,"228212200, -0.05, -0.03, 24.89, 25.12
"
1618788138.6179094,,"228215276, -0.02, -0.02, 24.90, 25.12
"
1618788138.6209013,,"228218352, -0.05, -0.03, 24.90, 25.10
"
1618788138.6238947,,"228221428, -0.03, -0.02, 24.90, 25.10
"
1618788138.6268861,,"228224508, -0.03, -0.02, 24.91, 25.10
"
1618788138.629878,,"228227584, -0.03, 0.00, 24.91, 25.12
"
1618788138.63287,,"228230624, -0.05, -0.03, 24.91, 25.12
"
1618788138.6368597,,"228233704, -0.02, -0.02, 24.90, 25.10
"
1618788138.6398787,,"228236776, -0.03, -0.02, 24.90, 25.10
"
1618788138.6428728,,"228239852, -0.03, 0.02, 24.90, 25.10
"
1618788138.6458619,,"228242924, -0.05, -0.07, 24.92, 25.08
"
1618788138.6488585,,"228245996, -0.07, 0.03, 24.92, 25.08
"
1618788138.6518593,,"228249060, -0.05, 0.00, 24.92, 25.11
"
1618788138.6548297,,"228252104, -0.02, 0.00, 24.90, 25.11
"
1618788138.6578214,,"228255144, -0.07, -0.03, 24.90, 25.11
"
1618788138.6608129,,"228258224, -0.03, -0.03, 24.90, 25.15
"
1618788138.663806,,"228261300, -0.03, 0.00, 24.88, 25.15
"
1618788138.6667972,,"228264340, -0.07, 0.02, 24.88, 25.09
"
1618788138.6697907,,"228267404, 0.00, 0.00, 24.88, 25.09
"
1618788138.6727812,,"228270392, -0.03, 0.00, 24.90, 25.09
"
1618788138.6757736,,"228273424, -0.05, 0.00, 24.90, 25.14
"
1618788138.6787663,,"228276464, -0.03, -0.03, 24.90, 25.14
"
1618788138.6817584,,"228279540, -0.07, -0.03, 24.86, 25.14
"
1618788138.68475,,"228282620, -0.08, 0.00, 24.86, 25.14
"
1618788138.6877446,,"228285652, -0.03, 0.00, 24.86, 25.14
"
1618788138.6917245,,"228288692, -0.05, -0.02, 24.92, 25.11
"
1618788138.6947036,,"228291772, -0.03, -0.03, 24.92, 25.11
"
1618788138.6976967,,"228294852, -0.02, -0.03, 24.92, 25.12
"
1618788138.7006886,,"228297932, -0.05, -0.03, 24.89, 25.12
"
1618788138.7037084,,"228301012, -0.02, 0.00, 24.89, 25.12
"
1618788138.7066724,,"228304052, -0.03, -0.03, 24.89, 25.12
"
1618788138.7096646,,"228307128, -0.02, -0.02, 24.92, 25.12
"
1618788138.7126565,,"228310212, -0.03, 0.02, 24.92, 25.12
"
1618788138.7156506,,"228313288, 0.00, 0.00, 24.92, 25.12
"
1618788138.718643,,"228316288, -0.05, 0.00, 24.90, 25.12
"
1618788138.721633,,"228319332, -0.03, 0.00, 24.90, 25.12
"
1618788138.7246242,,"228322372, -0.03, 0.00, 24.90, 25.12
"
1618788138.7276373,,"228325416, -0.03, -0.03, 24.89, 25.12
"
1618788138.7306387,,"228328496, -0.05, -0.02, 24.89, 25.13
"
1618788138.733621,,"228331572, 0.02, -0.03, 24.89, 25.13
"
1618788138.736612,,"228334636, -0.03, -0.02, 24.90, 25.11
"
1618788138.740582,,"228337712, -0.02, 0.02, 24.90, 25.11
"
1618788138.7435935,,"228340788, -0.02, 0.02, 24.90, 25.11
"
