Time,Tag,Flow
1618887388.6271427,,"15475008, 0.0000, 0.0000, 25.00, 25.08
"
1618887388.6271427,,"15480008, 0.0667, -0.0500, 25.02, 25.07
"
1618887388.6351972,,"15485000, -0.0167, -0.0500, 25.02, 25.07
"
1618887388.6351972,,"15490004, 0.0167, -0.0333, 25.01, 25.06
"
1618887388.6474187,,"15495008, -0.0333, -0.0333, 25.01, 25.06
"
1618887388.6474187,,"15500000, -0.0333, 0.0000, 25.03, 25.06
"
1618887388.6575334,,"15505004, 0.0333, -0.0167, 25.02, 25.05
"
1618887388.6575334,,"15510008, 0.0167, -0.0333, 25.00, 25.09
"
1618887388.6676412,,"15515004, 0.0333, -0.0500, 25.00, 25.09
"
1618887388.6676412,,"15520008, 0.0333, -0.0167, 25.00, 25.08
"
1618887388.6777718,,"15525004, -0.0167, -0.0500, 25.00, 25.07
"
1618887388.6777718,,"15530000, 0.0500, -0.0167, 25.00, 25.08
"
1618887388.6878545,,"15535008, -0.0333, 0.0000, 25.03, 25.08
"
1618887388.6878545,,"15540000, 0.0000, 0.0000, 25.01, 25.05
"
1618887388.6979413,,"15545008, -0.0667, -0.0500, 25.01, 25.07
"
1618887388.6979413,,"15550000, 0.0500, -0.0333, 25.01, 25.07
"
1618887388.7059968,,"15555004, -0.0333, 0.0000, 25.00, 25.07
"
1618887388.7080142,,"15560004, -0.0667, 0.0000, 25.04, 25.12
"
1618887388.716075,,"15565004, -0.0167, -0.0167, 25.02, 25.05
"
1618887388.7181087,,"15570008, -0.0167, 0.0333, 25.02, 25.05
"
1618887388.7261965,,"15575004, 0.0500, 0.0000, 25.00, 25.10
"
1618887388.7282665,,"15580004, -0.0500, -0.0667, 25.03, 25.09
"
1618887388.7363632,,"15585004, -0.0167, 0.0000, 25.03, 25.09
"
1618887388.7384064,,"15590008, 0.0000, -0.0167, 25.02, 25.04
"
1618887388.7464566,,"15595008, -0.0167, -0.0833, 25.01, 25.09
"
1618887388.7484698,,"15600000, -0.0333, 0.0000, 25.02, 25.07
"
1618887388.7565367,,"15605004, -0.0833, -0.0500, 25.02, 25.07
"
1618887388.7565367,,"15610008, 0.0000, -0.0667, 25.03, 25.06
"
1618887388.7669585,,"15615004, 0.0333, 0.0000, 25.00, 25.06
"
1618887388.767978,,"15620004, 0.0167, -0.0167, 25.01, 25.06
"
